alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
5029.0,0.0,4971.0,1.0,2505.0,2524.0,1724.0
5776.0,0.0,4224.0,19.0,3984.0,1792.0,1095.0
6442.0,0.0,3558.0,24.0,5001.0,1441.0,862.0
7027.0,0.0,2973.0,26.0,5790.0,1237.0,694.0
7497.0,0.0,2503.0,29.0,6398.0,1099.0,663.0
7883.0,0.0,2117.0,31.0,6927.0,956.0,563.0
8211.0,0.0,1789.0,34.0,7348.0,863.0,464.0
8496.0,0.0,1504.0,34.0,7713.0,783.0,423.0
8721.0,0.0,1279.0,35.0,7967.0,754.0,421.0
8925.0,0.0,1075.0,35.0,8192.0,733.0,408.0
4780.0,4287.0,933.0,35.0,8388.0,679.0,173.0
4283.0,4916.0,801.0,35.0,8529.0,670.0,114.0
3852.0,5482.0,666.0,36.0,8636.0,698.0,518.0
3457.0,1690.0,4853.0,36.0,4883.0,264.0,176.0
3784.0,1440.0,4776.0,36.0,5078.0,146.0,62.0
3573.0,1797.0,4630.0,37.0,5268.0,102.0,52.0
3869.0,1668.0,4463.0,38.0,5475.0,62.0,24.0
4174.0,1611.0,4215.0,38.0,5727.0,58.0,40.0
4524.0,947.0,4529.0,40.0,5441.0,30.0,24.0
4951.0,827.0,4222.0,42.0,5768.0,10.0,16.0
5312.0,790.0,3898.0,42.0,6090.0,12.0,12.0
5708.0,708.0,3584.0,43.0,6412.0,4.0,7.0
6102.0,633.0,3265.0,43.0,6726.0,9.0,6.0
6437.0,474.0,3089.0,43.0,6906.0,5.0,5.0
6266.0,911.0,2823.0,44.0,7171.0,6.0,7.0
6044.0,1378.0,2578.0,44.0,7417.0,5.0,7.0
5851.0,1822.0,2327.0,45.0,7669.0,4.0,8.0
5645.0,1762.0,2593.0,46.0,7399.0,8.0,9.0
5508.0,1643.0,2849.0,46.0,7148.0,3.0,12.0
5324.0,1713.0,2963.0,46.0,7028.0,9.0,11.0
5096.0,1806.0,3098.0,47.0,6900.0,2.0,12.0
4934.0,1866.0,3200.0,47.0,6788.0,12.0,12.0
4889.0,1742.0,3369.0,49.0,6627.0,4.0,14.0
4898.0,1581.0,3521.0,50.0,6467.0,12.0,12.0
4947.0,1504.0,3549.0,50.0,6447.0,4.0,12.0
5038.0,1442.0,3520.0,51.0,6468.0,12.0,13.0
5142.0,1371.0,3487.0,51.0,6508.0,5.0,17.0
5219.0,1284.0,3497.0,52.0,6487.0,16.0,19.0
